collection,gpp_no,accession_number,culture_general,culture_specific,country_production,region_production,date_earliest,mean_date,date_latest,period,art_period,dynasty,dynasty_simple,reign,material,technique,description,ware,maker,object_type,dimensions,N_gpp_no
amphora_collection,amph_p19037,P19037,european,greek,greece,NA,-850,-805,-760,NA,Geometric,NA,NA,NA,pottery,banded_ware,NA,NA,NA,amphora,,2
amphora_collection,amph_p6410,P6410,european,greek,greece,NA,-850,-805,-760,NA,Geometric,NA,NA,NA,pottery,banded_ware,NA,NA,NA,amphora,,2
bapd,bapd_1000473,"cambridge, fitzwilliam museum: g115",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_1003042,"munich, antikensammlungen: 6157",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,krater,NA,1
bapd,bapd_1008937,"paris, musée du louvre: ca1929",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_1010367,"athens, national museum: 18475",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1010825,"athens, national museum: 15315",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010833,"athens, national museum: 15322",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1010842,"athens, national museum: 195",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,hydria,NA,1
bapd,bapd_1013194,"bucharest, private, severano: 18808",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_1013685,"prague, charles university",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_150002,"oxford, ashmolean museum: 1961.553",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_9015211,"heidelberg, ruprecht-karls-universität: g82c",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_9015214,"heidelberg, ruprecht-karls-universität: g82a",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_9015228,"heidelberg, ruprecht-karls-universität: g83a",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_9015231,"heidelberg, ruprecht-karls-universität: g67",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_9015233,"heidelberg, ruprecht-karls-universität: g66",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_9015791,"bonn, akademisches kunstmuseum: 327",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_9018565,"athens, national museum: 18113",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,amphora_belly_handled,NA,1
bapd,bapd_9018738,,european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_9018742,,european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_9018743,,european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_9018744,,european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,krater,NA,1
bapd,bapd_9018830,"boston (ma), museum of fine arts: 03.780",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_9018983,"athens, national museum: el466",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_9019164,"athens, national museum",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,amphora_belly_handled,NA,1
bapd,bapd_9019165,"athens, national museum",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,amphora_belly_handled,NA,1
bapd,bapd_9023838,"oxford, ashmolean museum: 1933.1572",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,amphoriskos,NA,1
bapd,bapd_9035710,"mainz, romisch-germanisches zentralmuseum: o7235",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035711,"mainz, romisch-germanisches zentralmuseum: o2033",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,lekythos,NA,1
bapd,bapd_9035935,"cambridge, fitzwilliam museum: 31.5",european,greek,greece,attica,-1050,-975,-900,iron age,Geometric,NA,NA,NA,ceramic,athenian_protogeometric,NA,NA,NA,krater,NA,1
met_nyc,met_253136,30.118.1,european,greek,greece,NA,-925,-925,-925,geometric,Geometric,NA,NA,NA,terracotta,NA,NA,NA,NA,oinochoe,h. 7 7/8 in. (20 cm),1
met_nyc,met_253151,30.118.18,european,greek,greece,NA,-925,-925,-925,geometric,Geometric,NA,NA,NA,terracotta,NA,NA,NA,NA,oinochoe,h. as preserved  8 7/16 in. (21.5 cm); h. as restored  8 1/4 in. (20.9 cm),1
met_nyc,met_252852,26.199.289,european,greek,greece,greece_east/sardis,-900,-900,-900,NA,Geometric,NA,NA,NA,terracotta,NA,NA,NA,NA,lekythos,5 11/16in. (14.4cm),1
met_nyc,met_252862,26.199.299,european,greek,greece,greece_east/sardis,-900,-900,-900,,Geometric,NA,NA,NA,terracotta,NA,NA,NA,NA,skyphos,6 11/16 x 10 3/4in. (17 x 27.3cm),1
met_nyc,met_252460,26.59.8,european,greek,greece,greece_east,-900,-900,-900,NA,Geometric,NA,NA,NA,terracotta,NA,NA,NA,NA,vase,h. 2 1/4 in. (5.7 cm),1
met_nyc,met_252837,26.199.274,european,greek,greece,greece_east,-900,-900,-900,NA,Geometric,NA,NA,NA,terracotta,NA,NA,NA,NA,skyphos,overall: 3 1/8 x 7 3/16in. (7.9 x 18.2cm),1
met_nyc,met_249072,16.75.3,european,greek,greece,NA,-900,-900,-900,NA,Geometric,NA,NA,NA,terracotta,NA,NA,NA,NA,vase,h. 11 7/8 in. (30.2 cm),1
bapd,bapd_1000139,"paris, musée du louvre: a262",european,greek,greece,thera,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,cycladic_theran,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1000256,"compiegne, musée vivenel: 850",european,greek,greece,melos,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_melian,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1001030,"christchurch (n.z.), university of canterbury, j. logie memorial collection: 36.56",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1001031,"dunedin (n.z.), otago museum",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1001032,,european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1001071,"new york (ny), private, hoppin collection",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1001114,"providence (ri), rhode island school of design: 23.300",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,krater,NA,1
bapd,bapd_1001156,"ann arbor (mi), university of michigan, kelsey museum: cp942",european,greek,greece,thera,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_theran_geometric_white slip ware,NA,NA,NA,amphora_belly_handled,NA,1
bapd,bapd_1001257,"oxford (ms), robinson collection",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1001266,"berkeley (ca), phoebe apperson hearst museum of anthropology: 8.3352",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1001465,"cleveland (oh), museum of art: 24.259",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1001512,"toledo (oh), museum of art: 67.132",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric_silhouette,NA,NA,NA,krater,NA,1
bapd,bapd_1002142,"vienna, university: 840",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1002146,"vienna, university: 996",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,hydria,NA,1
bapd,bapd_1002351,"malibu (ca), the j. paul getty museum: 86.ae.37",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1002404,,european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1002407,,european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1003044,"munich, antikensammlungen: 6234",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,krater,NA,1
bapd,bapd_1003047,"munich, antikensammlungen: 6228",european,greek,greece,attica,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,athenian_outline,NA,NA,NA,hydria,NA,1
bapd,bapd_1003051,"munich, antikensammlungen: 8500",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1003052,"munich, antikensammlungen: 6400",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1003053,"munich, antikensammlungen: 6249",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1003054,"munich, antikensammlungen: 6404",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1003055,"munich, antikensammlungen: 8447a",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1003056,"munich, antikensammlungen: 8448",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1003191,"heidelberg, ruprecht-karls-universität: 181",european,greek,greece,boeotia,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,boeotian_silhouette,NA,NA,NA,stamnos,NA,1
bapd,bapd_1003564,"mainz, johannes gutenberg universität: 46",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,hydria,NA,1
bapd,bapd_1003565,"mainz, johannes gutenberg universität: 47",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,hydria,NA,1
bapd,bapd_1003566,"mainz, johannes gutenberg universität: 77",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1003596,"mainz, johannes gutenberg universität: 36",european,greek,greece,boeotia,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,boeotian_outline,NA,NA,NA,aryballos,NA,1
bapd,bapd_1003599,"mainz, johannes gutenberg universität: 57",european,greek,greece,boeotia,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,boeotian_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1003681,"leipzig, antikenmuseum der universität leipzig: t1871",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1003683,"leipzig, antikenmuseum der universität leipzig: t1872",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,pitcher,NA,1
bapd,bapd_1003684,"leipzig, antikenmuseum der universität leipzig: t2328",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1003685,"leipzig, antikenmuseum der universität leipzig: t4739",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1004245,"gotha, schlossmuseum: j2503ha2",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1004306,"frankfurt, museum für vor- und frühgeschichte",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1004319,"frankfurt, museum für vor- und frühgeschichte: vfb224",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1004321,"frankfurt, museum für vor- und frühgeschichte",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1004445,"stuttgart, wurttembergisches landesmuseum: kas12",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_outline,NA,NA,NA,pitcher,NA,1
bapd,bapd_1004640,"heidelberg, ruprecht-karls-universität: 27/3",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1004658,"heidelberg, ruprecht-karls-universität: g44",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric_silhouette,NA,NA,NA,krater,NA,1
bapd,bapd_1004676,"heidelberg, ruprecht-karls-universität: g74",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1004751,"munich, antikensammlungen: 403",european,greek,greece,cyclades,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_geometric_outline,NA,NA,NA,krater,NA,1
bapd,bapd_1004753,"munich, antikensammlungen: 456",european,greek,greece,cyclades,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_geometric_outline,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1004813,"munich, antikensammlungen: 21",european,greek,greece,cyclades,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_geometric,NA,NA,NA,krater,NA,1
bapd,bapd_1005071,"madrid, museo arqueologico nacional",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric_reserving,NA,NA,NA,stamnos,NA,1
bapd,bapd_1005078,"hannover, kestner museum: 1958.60",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005093,"hannover, kestner museum: 1963.8",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005152,"kassel, staatliche museen kassel, antikensammlung: t548a",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005153,"kassel, staatliche museen kassel, antikensammlung: t508",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1005161,"tübingen, eberhard-karls-universität, archäologisches institut: s101239",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric_silhouette,NA,NA,NA,krater,NA,1
bapd,bapd_1005343,"würzburg, universität, martin von wagner museum: h5171",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005346,"würzburg, universität, martin von wagner museum: h5335",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1005488,"hamburg, museum fur kunst und gewerbe: 1898.57",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005496,"hamburg, museum fur kunst und gewerbe: 1919.363",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1005498,"hamburg, museum fur kunst und gewerbe: 1909.563",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1005499,"hamburg, museum fur kunst und gewerbe: 1966.89",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1005535,"mainz, romisch-germanisches zentralmuseum",european,greek,greece,boeotia,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,boeotian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005686,"tübingen, eberhard-karls-universität, archäologisches institut: 28.5446 | tübingen, eberhard-karls-universität, archäologisches institut: 5446 | tübingen, eberhard-karls-universität, archäologisches institut: 5446a",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005687,"tübingen, eberhard-karls-universität, archäologisches institut: s101090",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1005688,"tübingen, eberhard-karls-universität, archäologisches institut: 1236",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1005689,"tübingen, eberhard-karls-universität, archäologisches institut: wk122657",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005690,"tübingen, eberhard-karls-universität, archäologisches institut: 28.5449",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005691,"tübingen, eberhard-karls-universität, archäologisches institut: 28.5450",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1005710,"tübingen, eberhard-karls-universität, archäologisches institut",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1006333,"stuttgart, wurttembergisches landesmuseum: kas9",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1006480,"kiel, antikensammlung: b79",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1006509,"kiel, antikensammlung",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1006514,"kiel, antikensammlung",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1006515,"kiel, antikensammlung",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1006530,"frankfurt, goethe-universität, antikensammlung: 151",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1006909,"giessen, justus-liebig-universität: kiii3",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1006910,"giessen, justus-liebig-universität: kiii4",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1006911,"giessen, justus-liebig-universität: kiii6",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1006954,"giessen, justus-liebig-universität: kiii2",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,pitcher,NA,1
bapd,bapd_1006955,"giessen, justus-liebig-universität: kiii1",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_outline,NA,NA,NA,pitcher,NA,1
bapd,bapd_1007345,"sevres, musee ceramique: 3085.1",european,greek,greece,thera,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,cycladic_theran,NA,NA,NA,krater,NA,1
bapd,bapd_1007346,"sevres, musee ceramique: 3085.2",european,greek,greece,thera,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,cycladic_theran,NA,NA,NA,krater,NA,1
bapd,bapd_1007347,"sevres, musee ceramique: 3085.1bis",european,greek,greece,thera,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,cycladic_theran,NA,NA,NA,krater,NA,1
bapd,bapd_1007349,"sevres, musee ceramique: 3322",european,greek,greece,thera,-900,-800,-700,NA,Geometric,NA,NA,NA,ceramic,cycladic_theran,NA,NA,NA,krater,NA,1
bapd,bapd_1007407,"sevres, musee ceramique: 1495.5",european,greek,greece,cyclades,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_geometric,NA,NA,NA,hydria,NA,1
bapd,bapd_1007409,"sevres, musee ceramique: 1419.2",european,greek,greece,cyclades,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,cycladic_geometric,NA,NA,NA,krater,NA,1
bapd,bapd_1007824,"paris, musee du petit palais: 444",european,greek,italy,lucania,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,lucanian_geometric,NA,NA,NA,krater,NA,1
bapd,bapd_1007825,"paris, musee du petit palais: 443",european,greek,italy,lucania,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,lucanian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1007826,"paris, musee du petit palais: 447",european,greek,italy,lucania,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,lucanian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1007827,"paris, musee du petit palais: 442",european,greek,italy,lucania,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,lucanian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1007944,"paris, musee auguste rodin: tc1006",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1007946,"paris, musee auguste rodin",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1007950,"paris, musee auguste rodin",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_1007959,"paris, musee auguste rodin",european,greek,italy,lucania,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,lucanian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008009,"paris, musée du louvre: a517",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,krater,NA,1
bapd,bapd_1008097,"paris, musée du louvre: a552",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,krater,NA,1
bapd,bapd_1008243,"zurich, öffentliche sammlungen: 2419",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008690,"basel, antikenmuseum und sammlung ludwig: bs1961.232",european,greek,greece,attica,-900,-800,-700,iron age,Geometric,NA,NA,NA,ceramic,athenian_geometric_silhouette,NA,NA,NA,oinochoe,NA,1
