collection,gpp_no,accession_number,culture_general,culture_specific,country_production,region_production,date_earliest,mean_date,date_latest,period,art_period,dynasty,dynasty_simple,reign,material,technique,description,ware,maker,object_type,dimensions,N_gpp_no
bapd,bapd_302552,"würzburg, universität, martin von wagner museum: h5169 | basel, market, münzen und medaillen a.g. | berlin, private (schiller)",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_volute,NA,1
bapd,bapd_302575,"paris, musée du louvre: f28",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,olpe,NA,1
bapd,bapd_302578,"athens, national museum: 1071 | athens, national museum: cc672",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_302579,"syracuse, museo archeologico regionale paolo orsi: 20958",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_302580,"athens, national museum: 1072 | athens, national museum: cc673",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_303073,"baltimore (md), walters art gallery: 48.2109 | san simeon (ca), hearst corporation: 9937",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_panathenaic,NA,1
bapd,bapd_303098,"frankfurt, städel institute: stv1",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_306504,"new york (ny), metropolitan museum: cp1968 | new york (ny), metropolitan museum: cp1729 | new york (ny), metropolitan museum: 74.51.1331",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_306544,"heidelberg, ruprecht-karls-universität: 211a",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_306545,"new york (ny), private, d. von bothmer",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_306549,"naples, museo archeologico nazionale: sp297 | naples, spinelli: 297 | naples, museo archeologico nazionale: 164187",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_306551,"capua, museo campano: 144",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_310004,"munich, antikensammlungen: j89 | munich, antikensammlungen: 1436",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310005,"munich, antikensammlungen: 1426 | canino, lucien bonaparte, prince of canino | munich, antikensammlungen: j124",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310006,"florence, museo archeologico etrusco: 70993",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310007,"paris, musée du louvre: e843",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310012,"berlin, antikensammlung: f1712 | berlin, pergamonmuseum: f1712",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310014,"berlin, antikensammlung: f1704 | berlin, schloss charlottenburg: f1704",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310017,"rome, musei capitolini: 87 | rome, musei capitolini: 85",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310018,"tübingen, eberhard-karls-universität, archäologisches institut: d2 | tübingen, eberhard-karls-universität, archäologisches institut: s122452",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310022,"berlin, antikensammlung: 4841",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310024,"paris, musée du louvre: e851",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310028,"florence, museo archeologico etrusco: 76359",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310029,"karlsruhe, badisches landesmuseum: b2591",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310031,"paris, musée du louvre: e850",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310033,"paris, musée du louvre: e864",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310035,"leipzig, antikenmuseum der universität leipzig: t3324",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310039,"munich, antikensammlungen: j156 | munich, antikensammlungen: 1428",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310041,"rome, mus. naz. etrusco di villa giulia: 50652 | rome, mus. naz. etrusco di villa giulia: m454",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310042,"gotha, schlossmuseum: 12",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310043,"rome, musei capitolini: 39 | rome, musei capitolini: 69",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310044,"berlin, antikensammlung: f1710 | berlin, schloss charlottenburg: f1710",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310048,"geneva, musée d'art et d'histoire: mf156",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310049,"rome, musei capitolini: 35 | rome, musei capitolini: 124",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310054,"rhodes, archaeological museum: 6589",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310056,"paris, musée du louvre: e833",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310057,"bonn, akademisches kunstmuseum: 37",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310058,"marseilles, musee borely: 3088 | marseilles, musee borely: 1588",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310064,"karlsruhe, badisches landesmuseum: 200 | karlsruhe, badisches landesmuseum: b2423",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310073,"paris, musée du louvre: e832",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310074,"paris, musée du louvre: e836",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310075,"munich, antikensammlungen: j127 | munich, antikensammlungen: 1429",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310079,"gotha, schlossmuseum: 2477",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310082,"chiusi, museo archeologico nazionale: 1804",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310084,"london, market, sotheby's",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310088,"paris, musée du louvre: e854",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310091,"munich, antikensammlungen: j150 | munich, antikensammlungen: 1430",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310092,"paris, musée du louvre: e845",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310093,"paris, musée du louvre: e862",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310096,"copenhagen, national museum: 57 | copenhagen, national museum: chrviii323",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310097,"munich, antikensammlungen: j175 | munich, antikensammlungen: 1432",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310099,"orvieto, museo civico, collezione faina: 2664 | orvieto, museo civico, collezione faina: 41",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310102,"rome, market | paris, private, stavros s. niarchos",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310103,"warsaw, archaeological museum: 142445 | warsaw, archaeological museum: 9",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310104,"paris, musée du louvre: e830",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310105,"paris, musée du louvre: e838",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310106,"paris, musée du louvre: e841",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310107,"paris, musée du louvre: e831",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310110,"paris, musée du louvre: e860",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310112,"paris, musée du louvre: e867",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310113,"würzburg, universität, martin von wagner museum: l168 | würzburg, universität, martin von wagner museum: 168",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310114,"munich, antikensammlungen: j174 | munich, antikensammlungen: 1427",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310117,"norwich, castle museum: 7 | national museums liverpool: 56.19.19",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310119,"paris, musée du louvre: e828",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310123,"berlin, antikensammlung: f1722 | berlin, schloss charlottenburg: f1722",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_310125,"leiden, rijksmuseum van oudheden: xiv3 | leiden, rijksmuseum van oudheden: pc47",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310126,"paris, cabinet des medailles: 253",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310130,"paris, musée du louvre: e870",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310131,"leiden, rijksmuseum van oudheden: pc44 | leiden, rijksmuseum van oudheden: xve26",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310140,"durham (nc), duke university, museum of art: 1965.8 | northwick, private, spencer-churchill",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310141,"new haven (ct), yale university art gallery: 107 | new haven (ct), yale university art gallery: 1913.107",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310146,"paris, musée du louvre: e869",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310151,"new york (ny), metropolitan museum: 31.11.11 | new york (ny), metropolitan museum: 311.11.11",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_310154,"london, british museum: 1948.10-15.1",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_310155,"cambridge (ma), harvard university, arthur m. sackler museum: 1925.30.125 | new york (ny), private, hoppin collection",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_310158,"munich, antikensammlungen: 1681 | munich, antikensammlungen: j1276",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310159,"paris, musée du louvre: e804",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310160,"rome, mus. naz. etrusco di villa giulia: m430 | rome, castellani | rome, mus. naz. etrusco di villa giulia: 79766 | rome, mus. naz. etrusco di villa giulia: 50683",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310170,"berlin, pergamonmuseum: f1685",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310173,"paris, cabinet des medailles: 206",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310176,"paris, musée du louvre: e868",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310183,"berlin, antikensammlung: f1732 | berlin, privete, eduard gerhard | berlin, pergamonmuseum: f1732",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310184,"taranto, museo archeologico nazionale: 52129 | taranto, museo archeologico nazionale: 1793",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_310235,"harrogate, kent collection: 3859",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310236,"rhodes, archaeological museum: 12200",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_c,NA,1
bapd,bapd_310243,"berlin, antikensammlung: 3361 | berlin, schloss charlottenburg: 3361",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310252,"würzburg, universität, martin von wagner museum: l240 | würzburg, universität, martin von wagner museum: 240",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310256,"paris, musée du louvre: cp11253",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_310257,"paris, musée du louvre: cp11257",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_310280,"paris, musée du louvre: cp12252",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_column,NA,1
bapd,bapd_310297,"vatican city, museo gregoriano etrusco vaticano: g35",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310301,"orvieto, museo civico, collezione faina: 2720",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310305,"boston (ma), museum of fine arts: 00.330",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310329,"paris, musée du louvre: cp10659",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310339,"philadelphia (pa), university of pennsylvania: 4833",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_a,NA,1
bapd,bapd_310341,"paris, musée du louvre: f218",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310350,"compiegne, musée vivenel: 976",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310355,"orvieto, museo civico, collezione faina: 69 | orvieto, museo civico, collezione faina: 2674",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_310357,"syracuse, museo archeologico regionale paolo orsi: 8156",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_310379,"vatican city, museo gregoriano etrusco vaticano: 354",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310381,"tarquinia, museo nazionale tarquiniese: rc2449",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310401,"athens, agora museum: ap1044",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_calyx,NA,1
bapd,bapd_310412,"germany, private | zurich, market",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310418,"volos, museum | athens, national museum: 26746",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,krater_calyx,NA,1
bapd,bapd_310429,"new york (ny), metropolitan museum: 06.1021.69",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310433,"paris, musée du louvre: f36",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310441,"orvieto, museo civico, collezione faina: 40 | orvieto, museo civico, collezione faina: 118",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_b,NA,1
bapd,bapd_310448,"london, british museum: b191 | london, british museum: 1839.10-25.13",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310450,"new york (ny), zoullas collection | northampton, castle ashby | lausanne, private | london, private, embiricos",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310454,"boston (ma), museum of fine arts: 01.8027",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_310456,"paris, musée du louvre: f30 | paris, musée du louvre: mnb2056",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,olpe,NA,1
bapd,bapd_310457,"würzburg, universität, martin von wagner museum: l332 | würzburg, universität, martin von wagner museum: 332",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310458,"london, british museum: b52 | london, british museum: 1867.5-6.38",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310459,"london, british museum: b471 | london, british museum: 1849.6-20.5",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,olpe,NA,1
bapd,bapd_310461,"berlin, antikensammlung: f1731 | berlin, pergamonmuseum: f1731",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310463,"würzburg, universität, martin von wagner museum: l333 | würzburg, universität, martin von wagner museum: 333",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310468,"paris, musée du louvre: f37",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310470,"orvieto, museo civico: 1001",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310471,"bristol, city museum: h803",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310472,"oxford, ashmolean museum: 1965.122 | northwick, private, spencer-churchill",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310474,"london, british museum: b524 | london, british museum: 1842.7-28.785",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310475,"vatican city, museo gregoriano etrusco vaticano: 432 | vatican city, museo gregoriano etrusco vaticano: 17771",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_310477,"paris, musée du louvre: f71 | campana collection | paris, musée du louvre: cp3411",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_310480,"paris, musée du louvre: f192 | campana collection | paris, musée du louvre: cp3262",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_310481,"paris, musée du louvre: e718 | campana collection | paris, musée du louvre: cp540",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_310482,"rome, mus. naz. etrusco di villa giulia: 24996",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_310483,"new york (ny), private, d. von bothmer | zurich, private, prof. mirko ros",european,greek,greece,attica,-575,-550,-525,NA,Archaic,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
