collection,gpp_no,accession_number,culture_general,culture_specific,country_production,region_production,date_earliest,mean_date,date_latest,period,art_period,war,dynasty,dynasty_simple,reign,material,technique,description,ware,maker,object_type,dimensions,N_gpp_no
bapd,bapd_1006590,"frankfurt, liebieghaus: 2632",european,greek,greece,attica,-625,-462.5,-300,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_301680,"rugby, school: 11",european,greek,greece,attica,-625,-462.5,-300,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,amphora_neck,NA,1
bapd,bapd_9003522,"barcelona, museo arqueologico",european,greek,greece,attica,-625,-462.5,-300,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9003523,"barcelona, museo arqueologico",european,greek,greece,attica,-625,-462.5,-300,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9008520,,european,greek,greece,attica,-625,-462.5,-300,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1000454,"cambridge, fitzwilliam museum: 28.18",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_reserving,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1000513,"reading, university: 35iv5",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_bell,NA,1
bapd,bapd_1000838,"cambridge, fitzwilliam museum: g171",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_1006068,"kiel, antikensammlung: b277",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_1008468,"zurich, öffentliche sammlungen: 2544",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_calyx,NA,1
bapd,bapd_1009197,"paris, musée du louvre: mnc613",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1009201,"paris, musée du louvre: ca1795",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_calyx,NA,1
bapd,bapd_1009208,"paris, musée du louvre: ca925",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_bell,NA,1
bapd,bapd_1009210,"paris, musée du louvre: ca1341",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_bell,NA,1
bapd,bapd_1011486,"brussels, musées royaux: a359",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_1012159,,european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_1012279,"thebes, archaeological museum: 700",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_bell,NA,1
bapd,bapd_1012282,"thebes, archaeological museum: 698",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1012887,"bucharest, mirsr",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_1013515,"copenhagen, national museum: 5182",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,olpe,NA,1
bapd,bapd_1013520,"copenhagen, national museum",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1013521,"copenhagen, national museum: chrviii986",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_1013522,"copenhagen, national museum: 4854",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_1013523,"copenhagen, national museum: 343 | copenhagen, national museum: abc948",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_23938,"oxford, ashmolean museum: 1889.1283",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_9003347,"sarajevo, national museum: 417",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_bell,NA,1
bapd,bapd_9005886,"capua, museo campano: 8075",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9005889,"capua, museo campano: 177",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_9005901,"capua, museo campano",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9023700,"reading, reading museum and art gallery: 1964.1154.1",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_bell,NA,1
bapd,bapd_9025108,"berlin, antikensammlung: 4519",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_calyx,NA,1
bapd,bapd_9025110,"berlin, antikensammlung: f2935",european,greek,greece,boeotia,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,krater_bell,NA,1
bapd,bapd_9037724,"athens, agora museum: p15031",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_9037729,"athens, agora museum: p15527",european,greek,greece,attica,-530,-415,-300,NA,Classical,During,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos_squat,NA,1
bapd,bapd_1000802,"northampton, castle ashby: 82",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1000839,"northampton, castle ashby: 30",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1000927,"glasgow, hunterian museum: d185",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1000928,"glasgow, hunterian museum: d188",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1001027,"wellington (n.z.), national museum",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1001830,"champaign-urbana (il), university of illinois, krannert art museum: wxx.11.119",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1001831,"braunschweig, herzog anton ulrich museum: 373",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1001832,"champaign-urbana (il), university of illinois, krannert art museum: wxx11.38",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1001833,"champaign-urbana (il), university of illinois, krannert art museum: wxx11.113",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1001836,"braunschweig, herzog anton ulrich museum: 361",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black pattern,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002286,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002287,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002288,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002289,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002290,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002291,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002292,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002293,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002294,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002295,"vienna, private, franz von matsch",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,alabastron,NA,1
bapd,bapd_1002498,"karlsruhe, badisches landesmuseum: b969",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1002500,"karlsruhe, badisches landesmuseum: b2318",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002501,"karlsruhe, badisches landesmuseum: b1554",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002502,"karlsruhe, badisches landesmuseum: b145",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002503,"karlsruhe, badisches landesmuseum: b1285",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002504,"karlsruhe, badisches landesmuseum: b1000",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002505,"karlsruhe, badisches landesmuseum: b1387",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002506,"karlsruhe, badisches landesmuseum: b1001",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002507,"karlsruhe, badisches landesmuseum: b1008",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1002514,"karlsruhe, badisches landesmuseum: b199",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1004153,"stockholm, national museum: 1127",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004155,"stockholm, national museum: 936",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004161,"stockholm, national museum: 1670",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004162,"stockholm, national museum: 1259",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004164,"stockholm, national museum: 1638",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004169,"stockholm, national museum: 1256",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004172,"stockholm, national museum: 935",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004174,"stockholm, national museum: 933",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004176,"stockholm, national museum: 934",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004177,"stockholm, national museum: 2354",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004182,"stockholm, medelhavsmuseum: 1956.266",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004186,"stockholm, national museum: 941",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004188,"stockholm, national museum: 1125",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004193,"stockholm, medelhavsmuseum: 1956.267",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004198,"stockholm, national museum: 921",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004205,"stockholm, medelhavsmuseum: 1956.265",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004207,"stockholm, national museum: 1257",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004210,"stockholm, national museum: 1370",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,alabastron,NA,1
bapd,bapd_1004211,"stockholm, national museum: 840",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,alabastron,NA,1
bapd,bapd_1004462,"stuttgart, wurttembergisches landesmuseum: kas108",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004463,"stuttgart, wurttembergisches landesmuseum: kas107",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004465,"stuttgart, wurttembergisches landesmuseum: kas125",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,lekythos,NA,1
bapd,bapd_1004466,"stuttgart, wurttembergisches landesmuseum: kas124",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,lekythos,NA,1
bapd,bapd_1005134,"kassel, staatliche museen kassel, antikensammlung: t366",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1005136,"kassel, staatliche museen kassel, antikensammlung: t38",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1005139,"kassel, staatliche museen kassel, antikensammlung: t36",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1005516,"mainz, romisch-germanisches zentralmuseum: 15420",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1005517,"mainz, romisch-germanisches zentralmuseum: 39590",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1005519,"mainz, romisch-germanisches zentralmuseum: 39589",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1005731,"würzburg, universität, martin von wagner museum: h4887",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1006049,"karlsruhe, badisches landesmuseum: b1009",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1006549,"frankfurt, goethe-universität, antikensammlung: 81",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1006553,"frankfurt, goethe-universität, antikensammlung: 79",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1006589,"frankfurt, liebieghaus: 2691",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1006609,"frankfurt, liebieghaus: 543",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black painted,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1008139,"leipzig, antikenmuseum der universität leipzig: t58",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1008199,"laon, musee archeologique municipal",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1008317,"zurich, öffentliche sammlungen: 2491",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1008847,"basel, antikenmuseum und sammlung ludwig: z563",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1008864,"limoges, musee adrien dubouche: 78.69",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1010200,"kyoto, hashimoto collection: 61",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1010208,"tokyo, bridgestone museum: 66",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1010209,"tokyo, bridgestone museum: 67",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1010210,"tokyo, bridgestone museum: 68",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1010214,"tokyo, national academy of art: 348",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1012281,"thebes, archaeological museum: 699",european,greek,greece,boeotia,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,boeotian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1012944,"copenhagen, thorvaldsen museum: h665",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10145,"malibu (ca), the j. paul getty museum: s82.ae.43 | greenwich (ct), private, m. and w. bareiss: 26 | malibu (ca), the j. paul getty museum: 86.ae.229",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,hydria,NA,1
bapd,bapd_1027,"heidelberg, ruprecht-karls-universität: l17",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10288,"bucharest, city museum (severeanu): 18699",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10289,"bucharest, city museum (severeanu): 18706",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10290,"bucharest, city museum (severeanu): 18693",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10291,"bucharest, city museum (severeanu): 18677",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10292,"bucharest, city museum (severeanu): 18676",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10293,"bucharest, city museum (severeanu): 18708",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10294,"bucharest, city museum (severeanu): 20229",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10295,"bucharest, city museum (severeanu): 18692",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10296,"bucharest, city museum (severeanu): 18712",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10298,"bucharest, city museum (severeanu): 18673",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10300,"bucharest, city museum (severeanu): 19850",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10301,"bucharest, city museum (severeanu): 18710",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10302,"bucharest, city museum (severeanu): 18669",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10303,"bucharest, city museum (severeanu): 18696",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10304,"bucharest, city museum (severeanu): 18662",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10305,"bucharest, city museum (severeanu): 18670",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10307,"bucharest, city museum (severeanu): 18713",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10315,"new york (ny), private, shelby white &amp; leon levy collection | basel, market, münzen und medaillen a.g. | london, private, embiricos | london, market, christie's",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_red-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_10338,"trieste, museo storia ed arte: s460",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,oinochoe,NA,1
bapd,bapd_1037,"heidelberg, ruprecht-karls-universität: l16",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1038,"heidelberg, ruprecht-karls-universität: l18",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
bapd,bapd_1039,"heidelberg, ruprecht-karls-universität: l14",european,greek,greece,attica,-500,-475,-450,NA,Classical,Before,NA,NA,NA,ceramic,athenian_black-figure,NA,NA,NA,lekythos,NA,1
